text,pro,anti,New_Pro,New_Anti
Covid 19 vaccine trial looking for volunteers in the Cambridge area. Can you help? 🦠 💉 👩🏽‍⚕️👨🏾‍🔬https://t.co/dFJn0CcxF0,0,0,0,0
"Mr Swann said this morning's approval of UK regulators for the Pfizer/BioNTech vaccine could see the scheduled December 14 roll out date brought forward by a few days

https://t.co/VxmnQo3bfw",0,0,0,0
@Faisalsabrii اهلاً و سهلاً و مرحبًا,0,0,0,0
"More than 30 international flights land in Toronto since start of 2021 with passengers who later tested positive for COVID-19
https://t.co/7BXVVmNSKr https://t.co/ZfvGP89Vkp",0,0,0,0
This was taken in 2017. @kathygriffin posing with Trumps head. Her way of demonstrating artistic protest against our good for nothing President. She got so much backlash for this. But I liked it in 2017 and I’ll like and retweet in 2020. https://t.co/3hee6xlzNb,0,0,0,0
"‘Somalian double rapist, 49, can stay in UK after winning deportation battle on human rights grounds - as judge says he will face 'degrading' treatment in home nation due to his mental health’

Beggars belief😡
What about the human rights of his victims? https://t.co/dco5vxSCKZ",0,0,0,0
"Before covid, I was working circa 45hrs/wk squished into 4 days. Most nights I’d finish work, make a mad dash across London to do stand-up. My weekends were packed with running errands, attending writing workshops, creating stuff &amp; socialising...1/",0,0,0,0
"46,566. Official UK coronavirus death toll.

£180 million. Value of contracts government has given Tory donors.

£130 million. Cost of binned masks purchased by private equity company.

151. Number of asylum seekers arriving in small boats yesterday.

Which does media lead on?",0,0,0,0
"Covid-deniers are a special kind of stupid, aren't they?
In just a few weeks, the virus killed more people in the UK than the total number of civilian casualties here during 6yrs of WW2.  
But apparently it's 'a hoax' or it's been 'exaggerated', or 'it's not as bad as the flu.'",0,0,0,0
"We’re pleased to announce our first seminar on the implications of Covid-19 on the justice system in Wales: ‘Applying Welsh Law: the Covid-19 Regulations and their implications’. Join us on June 18th at 5:30pm ⚖

Secure your free place online: https://t.co/2DWZYvW7Ep 🎟 https://t.co/rUhr0mZ5Pk",0,0,0,0
"Nothing but praise for this team

Disappointed in the result &amp; aspects of tonight but this is a team who have given us some brilliant European results this season

Not to mention delivered the title in the first week of March

Proud of them 

Finish the season strong",0,0,0,0
@SenatorRomney I don’t know if you’re protecting your classroom based staff but I’m married to someone whose very special to me. She’s in her 60s. We are in the UK and this is what I know. PS bravo for your stand on the impeachment. https://t.co/aBRrGfJIKQ,0,0,0,0
Looking for any 2 people who need household goods (groceries). Should be able to get to Kiambu town. Let me know.,0,0,0,0
Ontario schools in COVID-19 hotspots to be given more funding as infections rise https://t.co/bkcMFSzGaI via @flipboard,0,0,0,0
"BREAKING: UK Records record daily rise in cases - 36,804

That means 1 in every 2,000 people in the UK caught Coronavirus yesterday. In ONE DAY! 
W     .       T     .         F",0,0,0,0
"The latest numbers on #COVID-19 in Canada for Thursday, July 23

https://t.co/QOvTsAYAZs

#ottnews",0,0,0,0
locked down countries sef then it dey increase then market place like Ghana? 😂 https://t.co/O6MVgFGLsE,0,0,0,0
"Haha

Forbes 2021: there were 100 new millionaires in kenya https://t.co/GXZZ8KvZfj",0,0,0,0
"""We need to be prioritised now... we're more at risk of dying from Covid"" 

Ciara Lawrence, from Mencap, says people with learning disabilities need to be prioritised for the Covid vaccine as ""people are dying needlessly""

https://t.co/Y2FMGGdNHj https://t.co/acWArgCRJL",0,0,0,0
"Join us for a Microbiology Society sponsored online event to bring together UK researchers focusing on SARS-COV2 and COVID-19. July 29th, talk titles by 8th July please, spaces limited!

https://t.co/VV26E7q2sC",0,0,0,0
"If you're a UK doctor, we want to hear from you on the current #COVID19 crisis.

Share your experiences and help us campaign for improved working conditions for all our members across the NHS: https://t.co/SI1RK62BPY https://t.co/OMeiBlisIV",0,0,0,0
The Government has serious questions to answer about why it initally chose to purchase tests from abroad on the cheap - not verifying if they worked - when there were tests being made right here in the UK. https://t.co/U42urvrHIN,0,0,0,0
"Here's PHE's new guidance on PPE

It outlines a series of ""temporary measures"" in England. ""Reuse of PPE should be implemented until confirmation of adequate re-supply is in place.""

""Compromise is needed to optimise supply in times of extreme shortages""

https://t.co/OAwc9flGI5 https://t.co/t63yubms5b",0,0,0,0
"As #COVID19 restrictions ease, many of us are moving around by cycling. But we need more pop-up bike lanes beyond the Melbourne CBD to cope with new commuting habits shows new @RMIT_CUR modelling  🚴‍♀️🚴‍♂️🚴
https://t.co/SR4u5iNCHG #WorldBicycleDay #JustRide https://t.co/WsJypG8hYm",0,0,0,0
So it WAS the HSE &amp; the IMO that excluded GPs using spacious Centres to vaccinate. Meanwhile HSE vaccinate in Tents in car parks. This crazy decision will mean that large scale vaccination cannot take place in General Practice ⁦@FergalBowers⁩ ⁦⁦@DonnellyStephen⁩ https://t.co/ijF0EjZAWm,0,0,0,0
Preliminary testing has confirmed that at least six COVID-19 cases at a Barrie long-term-care home are due to a “variant of concern” of the virus that causes the illness. https://t.co/UIGaAIYQw4,0,0,0,0
"Having an alcoholic beverage after 6pm means you can catch/spread COVID @NicolaSturgeon? You’ve seriously lost the plot, do you actually care about people who are going to lose their livelihood due to advice given to you BY A DENTIST?You’re deranged &amp; power mad. God help Scotland",0,0,0,0
"FEELING STUCK, CANADA? Even after the largest spending spree in Canadian history, we're still dead last on jobs, &amp; we're one of the worst in the developed world when it comes to a timely vaccine option for those in need.

To move forward, we need to move on from Justin Trudeau. https://t.co/4SpL8UubsA",0,0,0,0
"""...the [EU] carbon price will keep rising until screams of protest force a political reaction"" 

The plan is for the UK to link to the EU scheme. 

Squeezing business until the pips squeak. Now where have I heard that before?

(£) https://t.co/bYSQdTkcEq",0,0,0,0
"Hey #yeg check us out!!
https://t.co/o9myVb6nhl

Trying to make lives just a little bit easier for those in need!

#Mentalhealth #COVID19 #yeggarden #Edmonton #foodbank #hope #yegfood #edmontonfood #family #greenhouse #love 
@acanadianfather @musicteacher456  @GlobalEdmonton",0,0,0,0
"5. On 8 July, Boris Johnson announced that SAGE had been sidelined &amp; in favour of the secretive Joint Biosecurity Centre (JBC) which has taken over UK's #coronavirus response.

It is led by Clare Gardiner, a cybersecurity expert seconded from govt's GCHQ.
https://t.co/XwJHw3OgZv",0,0,0,0
"Meanwhile, back in Ottawa, while the Cons are infighting and eating their own, Prime Minister Justin Trudeau and his team are working hard supporting all Canadians and procuring vaccines. 

The Cons own far right bull💩 is tearing them apart. https://t.co/JDzTM3teK2",0,0,0,0
"Wellington tops police list of near 1000 Covid-19 breach prosecutions
https://t.co/bWnjAIEYIm",0,0,0,0
"I estimated there were 420,000 people in locked down areas of Melbourne getting the coronavirus supplement https://t.co/3qCY7m7LmR",0,0,0,0
"Local 708 &amp; 737 - COVID-19 Testing will be available to all staff from the Jail and the CC today until 1600 hours at ""The House"" located at the Thunder Bay Jail as well as tomorrow from 0800-1200 in the Large Staff Training Classroom at the Thunder Bay CC.",0,0,0,0
"#BREAKING

147 new confirmed cases of #Covid19 reported in Republic of Ireland in last 24 hours.

No new deaths.

@JOEdotie",0,0,0,0
They had a now sacked # shadow vaccines minister but refuse to have an actual vaccines minister in Scotland to oversee the rollout here? https://t.co/IYgG7svi8p,0,0,0,0
"And we have another vaccine.

Novavax claiming 89% efficacy in a UK study.

Less effective (although not completely ineffective) against the South African variant however which is more concerning but not a disaster

Overall a great result.

#VaccinesWork https://t.co/3jN2xaPqa8",0,0,0,0
"@dtaylor5633
{UK}""is gambling with its new guidance. “Theres no data on this idea whatsoever” said John Moore a vaccine expert at Cornell University. {They} “seem to have abandoned science completely now &amp; are just trying to guess their way out of a mess.”
https://t.co/YkE3WYj8y0",0,0,0,0
""" 그래,나는 너와 같은 한명의 인간, 그리고 한명의 오빠다! ""

#Bleach",0,0,0,0
We are LIVE with @PremierofNL and @CMOH_NL for the latest on #COVID19 in Newfoundland and Labrador. #GovNL #covid19nfld https://t.co/aSdBCj6oZh,0,0,0,0
"Come next election, remember that Doug Ford and Stephen Lecce cut back measures to keep students &amp; education workers safe at school. They pinched pennies and lied to us during a pandemic. It’s disgusting how they play politics with people’s lives. Ontario deserve better. #onpoli",0,0,0,0
"As of 2pm today 281,741 people in Scotland have been tested for #coronavirus

263,441 confirmed negative
18,300 positive

2,488 patients who tested positive have sadly died.

Latest update ➡️ https://t.co/bZPbrCoQux
Health advice ➡️ https://t.co/l7rqArB6Qu

#COVIDー19 https://t.co/GoZm6R4k0r",0,0,0,0
Labour have committed suicide in Scotland https://t.co/eDAwu45x6r,0,0,0,0
"Ninety-five percent of those who died from the coronavirus in hospitals in England reportedly had “serious” underlying conditions.

https://t.co/KPGO0Vwehf",0,0,0,0
New Zealand has in part done well w/ Covid because of good rates of compliance with rules and recommendations (QR scanning aside; use the bloody app!). And that's been in large part b/c of good govt comms &amp; them explaining reasoning. Think we can ask the same re overseas testing.,0,0,0,0
"Some mixed #COVID19 #ONhealth news this morning, ""#Ontario's network of labs processed 38,196 test samples for the novel #coronavirus yesterday, while the #backlog of #tests waiting to be completed sits at 68,006..."" Do #WearAMask &amp; keep #SocialDistancing! #StaySafeStayHealthy https://t.co/uqRlNsmVT8",0,0,0,0
"One year ago, at the request of the Government of Canada, the Red Cross welcomed Canadian travellers to Trenton with quarantine support✈️

Since then, Red Cross teams have provided various #COVID19 supports across the province. Here is how we've helped➡️https://t.co/6Ze1rlR54p https://t.co/kiL4FTKzbL",0,0,0,0
"Nadal on playing without crowds. ""Nobody wants this, but it's time to be responsible. Australia is one of the best examples in the world on how to deal with the pandemic"".",0,0,0,0
"SO in one news item this morning I read that Canberra Uni is going to start to bring Chinese Students back into Canberra, and then I read this, so who are the lunatics then? 😲😲😲😲
https://t.co/6Oorx85K5d",0,0,0,0
Chaos and zero social distancing at Heathrow Terminal 5. Because they closed all e-gates. Massive crush of people. The airport authority and UK border force surely can - and must - do better. @HeathrowAirport,0,0,0,0
"#COVID19 in #Ontario [Dec 16]: 
2139 new cases*, 43 deaths, 2043 resolved
49189 tests/day, 65597 pending, 4.3% pos
932 hospitalized (256 in ICU)
See THREAD for more graphs📈⬇️
#onhealth #COVID19ontario #onpoli https://t.co/SN2obcMzfg",0,0,0,0
"I am increasingly convinced that the Ontario government's vaccine rollout ""plan"" was actually hope the feds couldn't deliver the stuff fast enough, so they could do nothing and blame them. And now the shots are rolling in and they're just sad and baffled.",0,0,0,0
Actor Charles Bukeko who is also popularly known as Papa Shirandula has passed on at Karen Hospital while undergoing treatment.,0,0,0,0
"Council in Slave Lake addressed a letter to MLA @PatRehnUCP today, absolutely laying into him.

""On behalf of the Town of Slave Lake and those we represent, we are asking for your resignation as MLA for the Lesser Slave Lake constituency.""

#yeg #yyc #ableg #COVID19 https://t.co/maJxEL8jZu",0,0,0,0
"@StopUKPoverty All good this end, Lauren - no symptoms that we know of. I have a son away from home in Scotland which is tough but the three of us at home are getting on spectacularly well, all things considered. Take care yourselves xx",0,0,0,0
We are so dishonest in Kenya it hurts! All of us. The executive Judiciary and Parliament. #KOT Good Night you are on your own! #COVID19,0,0,0,0
So A roads didn’t see any changes due to LTN? What are you are seeing my friend is London starting to normalise after covid. We are no where near normal.. imagine when we are. https://t.co/qZjSNri6EW,0,0,0,0
"Decison-making, Boris Johnson style:

-14 Dec: We'll sue any council closing schools
-22 Dec: Don't reopen schools, Sage
-30 Dec: Schools are safe, PM
-1  Jan:  Don't reopen schools, Teacher unions
-3 Jan:  Schools are safe, PM
-4 Jan:  Schools to close -  immediately

#COVID19",0,0,0,0
"St. Vincent’s CE Project Participants Cork working hard with our elderly/vulnerable in the community. Proudly supporting Gurranabraher Meals on Wheels, Friendly Call Cork and St. Vincent’s Centre. Thanks to our participants for your unwavering commitment #staysafe #unseenheros https://t.co/ObmDwGqjTw",0,0,0,0
"This Saturday - it's back! Support small, independent businesses and #shoplocal for your Christmas presents 🎁 https://t.co/xwZn66UGTj",0,0,0,0
"Ontario will soon face a crucial test of whether it has learned from the mistakes and successes of other jurisdictions in preventing the spread of COVID-19 in schools. 

https://t.co/sfw36yahyx",0,0,0,0
Queensland premier @AnnastaciaMP has made an impassioned defence of her state's tough border controls. https://t.co/GmmezCrl6L @katrinablowers #7NEWS https://t.co/9rvoaiVU8w,0,0,0,0
"Amazing to hear that @NHSTayside has the lowest COVID-19 sickness rate among staff in Scotland. I'm so proud of my local health board, they have been absolutely incredible during this pandemic. I❤️NHS and most importantly NHS Tayside ❤️❤️❤️❤️❤️ https://t.co/LXNOaPonN4",0,0,0,0
Happy Birthday @MrTeller!  Hope to see you &amp; Penn in London in June if this pandemic clears off,0,0,0,0
"Taking Britain Back... 😷🤔
#BorisJohnsonCoronavirus #Covid19UK #COVIDIOT #COVID19 #coronavirus #coronavirusUK #BorisHasFailed #Tories https://t.co/1TAGWzQ2pe",0,0,0,0
"“Despite their valiant efforts, many key workers who do not hold British citizenship, from doctors to hospital cleaners, are still living in perpetual uncertainty about whether they can stay in the UK"" - @HywelPlaidCymru 

https://t.co/1FaHTCVi9Z",0,0,0,0
#EnginAkyürek #SefirinKızı set https://t.co/bYfteQ0y7M,0,0,0,0
"We now have new ‘Discover Picton’ garden tours at 11am, 12noon, 2pm &amp; 3pm. The tour lasts just under an hour, will take in the castle exterior before heading to some of the most interesting aspects of the gardens. £3 per adult, children free! @tenbyobserver @PembsHerald #staysafe https://t.co/mvs2KDsYxf",0,0,0,0
Our new video might seem...familiar. https://t.co/QOWeUkhy5v,0,0,0,0
"I see the predicted covid horror show is unfolding in the UK under the leadership of BoJo the Clown and his posse of fools. 
This was completely preventable!
💔",0,0,0,0
"359 cases of COVID-19 in Alberta over the past 3 days? Nope, that's not good.",0,0,0,0
Are you a UK based postgrad cancer researcher (in a psychological/behavioural/social science or applied area)? We want your views on the impact of the COVID-19 pandemic on work and experiences. Click: https://t.co/3IAIWUi36V to access the brief @BPOSUK student survey. Thanks 😊 https://t.co/11BNeffTpU,0,0,0,0
UK GOV: Combining flu and ‘Covid’ statistics from now on https://t.co/iSs1CDDF3t,0,0,0,0
"Eat Well Saskatchewan, a free service offered through #USask, aims to improve access to nutrition advice from a registered dietitian during the ongoing #COVID19 pandemic. @EatWellSask https://t.co/iEODXtNuqJ",0,0,0,0
I’m confused! Has he just worked out that he is Prime Minister? Has someone finally explained who the government is supposed to work? Has Dominic Cummings gone back to Durham and left him behind? Is the worst of this behind us and he can stop hiding? https://t.co/kR3XPVN6V4,0,0,0,0
"Okay so the list continues:
West Bar 
Red Door 
One Eleven 
Jamestown (also 1st &amp; 2nd Street)
Port St. Charles 
Cafe Sol 
Boxing Day Lime (🙃) 

If ya been to these places between Christmas Day and now please don’t mingle with others. Please go get tested for covid. Thank you 🥴",0,0,0,0
"Cabinet Secretary for Finance @KateForbesMSP writes on financing Scotland's transition to Net Zero. 

She says that COVID-19 has given greater urgency for the state and private sector to work together to secure a just transition that is fair for all.

https://t.co/O6MVcOeVLn",0,0,0,0
"""his organisation is not recommending “a green recovery per se”. That would have to be the understatement of the year. This is basically insane. Australia's Covid commission downplays 'green recovery' and confirms gas push https://t.co/shQRjGFjNQ",0,0,0,0
"Shouldn’t the UK use the faster, cheaper, proven Covid-19 tests being rolled out across the world rather than trying to develop our own?

Of course they should - but there would be no money for Tory donors or Boris Johnson's half-brother in that.",0,0,0,0
Exactly the execution taking place in Alberta. https://t.co/gMRPhHjYLp,0,0,0,0
"Ireland, Lockdown Kildare Laois Offaly #covid19 https://t.co/zTFbFyrVl7",0,0,0,0
"During #Lockdown everyone who lives, works or studies in Northern Ireland can become a virtual library member! Means you can #KeepReading the latest eBooks, audiobooks, eMagazines and eNewspapers. Join now for access within minutes https://t.co/jYiNQnAOZX #StayAtHome #StaySafe📚 https://t.co/FrA5BBDTvZ",0,0,0,0
"""We scientists said lock down. But UK politicians refused to listen"" - from ⁦@profhelenward⁩ - read and RT 👇🏽 https://t.co/skAUwBjyy9",0,0,0,0
"When Conservatives is Canada are reduced to the point where all then can do is condemn our leaders for not condemning other leaders, it makes you wonder what they have to offer as an alternative. Condemnation alone doesn't solve anything, but it's all they've got. #cdnpoli https://t.co/N3nODHYZLc",0,0,0,0
いくつになっても、冷凍した食パンがこんなにもきれいに解凍され焼けるものなのかと不思議なんだなあ。,0,0,0,0
"Nicola Sturgeon said she wants Scotland to be able to carry out 65,000 coronavirus tests a day

https://t.co/IKo7EvZQMh",0,0,0,0
I wrote an article advocating Vitamin D back in April. When the UK govt was ordering us to ´stay safe’ indoors during the sunniest April ever. https://t.co/uqz4D1leFh https://t.co/HtdUeOjCaw,0,0,0,0
"BBC still running headline

 “The UK carried out 122,000 coronavirus tests on the last day of April, passing the government's target”

We now know tens of thousands of them are just in the post. Why is BBC saying they were “carried out”? 
Utterly shameful https://t.co/rb8g91UmPp",0,0,0,0
"@m_booker1 Ontario moved to stage 3, most of it is open but still strict rules about social distancing",0,0,0,0
"@sckenchington @Owen_Riches You’re talking rubbish. I just taught 20 lessons to a year 8 class which starts with: traders leaving England to kidnapping Africans, slavery, their life, civil rights, MLK. Next term is Empire. I’m writing 19 lessons which covers treatment of Indians, Aboriginies, S.Africans etc",0,0,0,0
With regret we have to announce that we received notification from @thameswater this morning that the Chesham Sewage Treatment Works started discharging untreated sewage yesterday into the @RiverChess downstream of Blackwell Hall Lane. Keep yourself and pets out of the River.,0,0,0,0
"#coronavirusnz #COVID19nz
What if it was better for the world, and even for NZ, if we waited at the back of the line for Covid-19 vaccines? @PetousisH and @SiouxsieW why places with community transmission should be prioritised. 
https://t.co/Ugj93Fwqh7",0,0,0,0
"Victoria reimposes stage 3 stay-at-home orders for hotspot suburbs until 29 July. These are the Melbourne postcodes and suburbs subject to the reinstated lockdown.

Follow live updates: https://t.co/lKierw1Jvv https://t.co/lgvNvQuP57",0,0,0,0
7 day average deaths from Covid in the UK now standing at 986 per day. The highest rate since the pandemic began.,0,0,0,0
"#bcpoli Seniors in Cottonwoods Care Centre in Kelowna who have been fully vaccinated have developed Covid-19. 
Two staff members and 10 residents have tested positive for the virus.",0,0,0,0
My first Globe Opinion: Under guise of COVID-19 emergency preparedness bill Ontario erases decades of environmental protections and ignores First Nations treaty rights /via @globeandmail https://t.co/SAaBCTWGF9,0,0,0,0
"Parents are putting lives at risk by claiming they are key workers to get their children into school, Scotland’s education secretary has claimed.

https://t.co/hFow6sdVG6",0,0,0,0
"An online booking portal could’ve been developed independent of vaccines, with dates updated chronologically based on vaccine arrival. That would’ve put pressure on feds, but now Ontario is clearly late to the game and exposed. 

Small government = unprepared to govern.

#onpoli",0,0,0,0
"As the UK tragically hits a record number of Covid-19 deaths, Covid-sceptic-in-chief @toadmeister appears to have deleted all his tweets from last year.  

That's not surprising.  Here are some of the things he claimed over the last year - a thread.",0,0,0,0
COVID-19: Boris Johnson announces new national lockdown for England https://t.co/MrdOAlh49n,0,0,0,0
"You'd think we'd want to do the same thing in the face of the largest #COVID19 outbreak in Canada...?
#cdnpoli #abpoli #ableg #coronavirus https://t.co/XZia2JUkSh",0,0,0,0
Coronavirus: Eight ways the lockdown has changed the UK - BBC News https://t.co/OHmEOOQjeN,0,0,0,0
"Lighthouse Labs in Canada is giving out Scholarships worth $500,000 for people whose jobs, or studies have been impacted by COVID19. 

The scholarships will provide people with skills that can launch new careers, and get them back to work during these times.",0,0,0,0
"Dismissed as Project Fear at the time that listening could have made a difference.

Food prices to go up from 1 January unless UK reaches EU trade deal, retailers warn https://t.co/N355TzSzuw",0,0,0,0
London coronavirus cases by borough revealed as battle to beat second Covid wave ‘heads in right direction’ https://t.co/PNoMT4nHMC,0,0,0,0
"NHS staff: please give us a proper protective equipment, we’re dying
The UK: haha ship go brrr https://t.co/cQdTbhiF8A",0,0,0,0
"@hobbitoncentral Oddly enough, when Angie Merkel or Jacinda A (or similar) decree something one trusts their judgment. When UK govt do, one doesn’t and is forever second guessing their motives and not trusting them. Vaccine roll-out impressive so far but who would rely on 2nd dose here?",0,0,0,0
"Despite promises of an ""iron ring"" around Ontario's long-term care homes, the second wave of COVID-19 has brought hundreds of cases and deaths among their elderly residents. https://t.co/K1on3pkh5A",0,0,0,0
"There are now more people in hospital in England with Covid-19 than at any point in the pandemic. 

Where is the government? https://t.co/O1flqhDWfQ",0,0,0,0
"""May Allah help with all the logistical issues that may arrive with the distribution of #CovidVaccine and make these vaccines beneficial for UK and rest of the World. May Allah put an end to #PandemicCovid19"" https://t.co/LlHoEH3GAT",0,0,0,0
"@AlexJamesRouse @AndyBulleyment @footybrasileiro @BevanMortimer @LUFC @primevideosport And were rubbish with out Covid , I mean who isn’t,  it’s helped many a team over the years, Leeds just praying the vaccine doesn’t work or we’re finished with out Covid to help us, whose gona score all out goals etc",0,0,0,0
"National: COVID-19 situation at a glance across #Australia

(src: https://t.co/mCjZKHeYqn)

#covid19au #coronavirusaus #auspol https://t.co/AYAuNcwPjv",0,0,0,0
Reminder that in the last 7 days more people in Dublin have died of homelessness than have died of Covid19. While FF/FG are taking a few weeks holiday after giving their ministers a €16k pay rise.,0,0,0,0
"BREAKING NEWS: The Government has accepted @MHRAgovuk recommendation for authorisation of @OxfordVacGroup/@AstraZeneca's #COVID19 vaccine for use in the UK.

This follows:

✅ clinical trials
✅ data analysis
✅ MHRA authorisation 

Read full statement:
https://t.co/Q7axT6mXWN https://t.co/Bw2PARzlBp",0,0,0,0
"Sounding the alarm (again!) with @IanPBeacock for @PolicyResponse on how to improve Canada's Covid communications. We discuss how civil society has addressed key messaging failures and how public officials can do more. 

https://t.co/jE2QaXUqdr https://t.co/nEYd371PNu",0,0,0,0
Well said! And NZ politicians are taking a 20% hit. Oh my. How sad for those poor bastards when the people who elected them suffer. I wonder how revolutions began?🤔 https://t.co/BvyPTaE4HG https://t.co/o15E9YW2Ez,0,0,0,0
"Much more here from @MatinaStevis 
https://t.co/XdYnU6lcgV
I suspect much of the UK export is Pfizer-Biontech rather than AZ - which has British companies in its manfacturing chain (giving the lie to one of Michel's claims)",0,0,0,0
"Fighting Stigma :  Coronavirus: Pressure mounts over school meal vouchers in summer: Marcus Rashford has renewed his calls for the school meal voucher scheme to be extended in England, saying people should consider struggling ... https://t.co/d4nKHj5V75",0,0,0,0
1042 new cases today in Ontario https://t.co/cPDMxfXbeH,0,0,0,0
Needs to be urgently addressed in Ireland. @CMOIreland @MichealMartinTD @LeoVaradkar @DonnellyStephen @HSELive @FergalBowers @SimonHarrisTD @DrZeroCraic @GabrielScally https://t.co/U9jwd4E3rz,0,0,0,0
Ontario reports 566 new COVID-19 cases as walk-in tests come to end across province https://t.co/ifRcafDvXP,0,0,0,0
"There is an increase in teenage pregnancies during COVID-19 with over 4,000 school going girls impregnated in Machakos County in a span of 5 months. We have to act now to put an end to teenage pregnancies #TukaeRadar @jokelloh @Amref_Kenya @YouthActKE @teddyeugene @Alvinmwangi254 https://t.co/o9eUMGM7Q8",0,0,0,0
"Alberta is expanding availability of rapid COVID-19 testing to more Albertans in homeless shelters, long-term care facilities, and remote rural communities.

Another valuable tool in our testing system to help us reduce spread among our most vulnerable.

https://t.co/vsBXcpS4go https://t.co/LgNC7QzYTa",0,0,0,0
"This is the situation right now in one of the largest single site hospitals in the UK. For context, this hospital has the largest single-floor critical care unit *in the world* with 100 beds https://t.co/LdkN7dqzYc",0,0,0,0
Alberta medical experts call for mandatory COVID-19 restrictions based on hospitalization numbers https://t.co/0YsF8wVnbw,0,0,0,0
"Just seen that 'minister' saying she has no clue about meetings in NE England, that is a disgrace.
#Covid19UK",0,0,0,0
What the fuck is wrong with people whio think its ok to withhold vaccine to the non british NHS healthcare workers. Is this really the depths to which UK have stooped.... FFS heaven help us if it is.,0,0,0,0
"It's #GlobalClimateStrike day

1 yr ago 1000 people hit Guildford's streets to support @YouthStrike4Gfd

Today, support their #digitalstrike ⬇️⬇️ and tell failing global govts to #ActNow, stop the ecological collapse that drives extinction &amp; pandemic

#COVID19
#ClimateEmergency https://t.co/lx0xMMyT51",0,0,0,0
"Credit where it's due, PHE have now published full pillars 1+2 data for all English local authorities, going back to the start of the outbreak.

Available to download from the main UK government dashboard https://t.co/cjhwytvhEF",0,0,0,0
"@SteveBarclay #Wisbech #March #Whittlesey #Chatteris @CambridgeIndy @CambsLive @BBCCambs

When dont the lives, mental health &amp; financial welfare of 3.8 million taxpaying voters matter to the UK?

When Rishi makes them #ExcludedUK in pandemic blocks support for 11 mths #relentless https://t.co/r6slsMAYnJ",0,0,0,0
#Breaking At least 29 deaths of residents in Ontario nursing and retirement homes have been linked to #COVID19 more than double the number that provincial officials reported on Monday. via @CBCQueensPark  https://t.co/V9i8XhomlW,0,0,0,0
"‼️ WATCH &amp; SHARE!!

➡️ The Government states it's processing:
- 340132 tests a day
- Over 2 million in 7 days
- Nearly 29 million overall
https://t.co/VMEKccWaU9

⁉️ Yet test centers across the UK are empty?!

#FilmYourTestCentre
#WhereAreAllTheSickPeople

Follow @MinistryDissent https://t.co/dhtdWz0Ul9",0,0,0,0
"Wouldn’t the fact that the Scottish Ambulance service was so overwhelmed they had to ask for help from England, be a prime subject for the daily COVID briefing from Sturgeon.  Can’t understand why she didn’t mention it 🤔",0,0,0,0
"BREAKING: @FT says real number of UK deaths linked to #coronavirus now at 55,000. 👇 https://t.co/cmTszMVtdY",0,0,0,0
"The disruption caused by COVID-19 makes it unlikely that a comprehensive free trade agreement between the UK &amp; EU is possible before the transition period ends.
Surely, in such circumstances, it makes sense to take advantage of the opportunity to extend?
https://t.co/7QsEyysTDo",0,0,0,0
"كن واسع القلب وإن ضاق المدى
 محسنًا ؛ ما ضاعَ إحسانٌ سُدى
فإذا جفاك العالمين وأنكروا..
يكفيك أن قد كنت للناس الندى.. https://t.co/VPofYResPs",0,0,0,0
"Let’s be SUPER, SUPER clear @Sflecce: This is exactly why you avoided school testing.

If Ontario had 4.3% positivity with asymptomatic testing, we’d have 627,800 cases.

Time for you, @epdevilla, and @TOPublicHealth to admit school transmission is MANY times worse than thought. https://t.co/YlaTE4Dpfw",0,0,0,0
"The UK government's Covid-19  economic policy - hurling new hospitals, schools and RAF squadrons into the sea, and then sending you the bill for this stupidity:  https://t.co/iRvwWo2LJq",0,0,0,0
"🙏Praying &amp; remembering daily through the pandemic, those who have died in the UK with C-19. May they rest in peace. Also for their grieving families &amp; friends. The sad total of deaths announced today (28.01.21) is 1,239*. This is #NotOver🙏

*See @LawrenceGilder for more detail",0,0,0,0
"Is this where the incompetence started? ""Between 13 February and 30 March the UK misses a total of eight conference calls or meetings about #coronavirus between #EU heads of state or health ministers. (Reuters)"" https://t.co/QBUOvefqVN",0,0,0,0
@xlilandi 1940,0,0,0,0
"Wednesday 3 February – coronavirus cases in Queensland:

• 0 new cases
• 7 active cases
• 1,311 total cases
• 1,780,934 tests conducted

Sadly, six Queenslanders with COVID-19 have died. 1,295 patients have recovered.

#covid19 https://t.co/ky1TOQoFkw",0,0,0,0
"This Australian Open situation is breathtakingly stupid. Pro sports types who literally have COVID being allowed to enter Victoria while the state’s own COVID-free residents in NSW can’t return home and Australians are stranded all over the world with no jobs, homes. Jesus wept.",0,0,0,0
"We head to Haldimand-Norfolk county at 12:40 on London Live to talk about 164 cases of COVID-19 in a farm outbreak.
https://t.co/ljsHgneh1p",0,0,0,0
"NEW/EXC The UK is looking to rebuild it's six-week 'no deal' medicines stockpile, but #coronavirus fallout looks like this is going to be very hard, causing ""serious concerns"" at Dept of Health - my latest with @SarahNev 1/thread

https://t.co/diz9AvraHe",0,0,0,0
"@ASQ_Group هذه المبادرة نهديها منسوبي عبدالصمد القرشي 

https://t.co/dL2wF6cj1x",0,0,0,0
"Ontario reported 554 new COVID-19 cases on Tuesday, along with four new deaths. https://t.co/mBX2vKRKuz",0,0,0,0
@almurabanet @GenesisWallan #مسابقه_المربع_نت١٣ شركة الوعلان باتجاه,0,0,0,0
